ID,Nombre,Apellido,Rol,Departamento,Sucursal/Asignación,Teléfono
8690,Nombre_8690,Apellido_8690,Atención al Cliente,Quetzaltenango,Sucursal/Agencia 630,+502 6783-6175
8691,Nombre_8691,Apellido_8691,Gerente de Sucursal,Huehuetenango,Sucursal/Agencia 256,+502 2965-5162
8692,Nombre_8692,Apellido_8692,Oficial de Crédito,Sacatepéquez,Sucursal/Agencia 40,+502 2444-1783
8693,Nombre_8693,Apellido_8693,Soporte Técnico,Quetzaltenango,Sucursal/Agencia 242,+502 6814-6522
8694,Nombre_8694,Apellido_8694,Oficial de Crédito,Jutiapa,Sucursal/Agencia 305,+502 1572-6548
8695,Nombre_8695,Apellido_8695,Ejecutivo de Cuentas,Petén,Sucursal/Agencia 472,+502 8026-1797
8696,Nombre_8696,Apellido_8696,Ejecutivo de Cuentas,Alta Verapaz,Sucursal/Agencia 608,+502 3381-5828
8697,Nombre_8697,Apellido_8697,Gerente de Sucursal,Alta Verapaz,Sucursal/Agencia 505,+502 1963-6969
8698,Nombre_8698,Apellido_8698,Cajero,Petén,Sucursal/Agencia 979,+502 6660-2847
8699,Nombre_8699,Apellido_8699,Auditor Interno,Quetzaltenango,Sucursal/Agencia 259,+502 5986-8702
8700,Nombre_8700,Apellido_8700,Gerente de Sucursal,Sacatepéquez,Sucursal/Agencia 801,+502 8130-6840
8701,Nombre_8701,Apellido_8701,Ejecutivo de Cuentas,Chiquimula,Sucursal/Agencia 867,+502 5603-5705
8702,Nombre_8702,Apellido_8702,Administrador,Sacatepéquez,Sucursal/Agencia 683,+502 5787-5593
8703,Nombre_8703,Apellido_8703,Gerente de Sucursal,Huehuetenango,Sucursal/Agencia 695,+502 6269-6484
8704,Nombre_8704,Apellido_8704,Auditor Interno,Quetzaltenango,Sucursal/Agencia 993,+502 4937-1076
8705,Nombre_8705,Apellido_8705,Asesor Financiero,Chiquimula,Sucursal/Agencia 443,+502 9178-2802
8706,Nombre_8706,Apellido_8706,Ejecutivo de Cuentas,Chiquimula,Sucursal/Agencia 850,+502 3899-7370
8707,Nombre_8707,Apellido_8707,Auditor Interno,Jutiapa,Sucursal/Agencia 114,+502 1370-7990
8708,Nombre_8708,Apellido_8708,Atención al Cliente,Petén,Sucursal/Agencia 875,+502 5722-4013
8709,Nombre_8709,Apellido_8709,Atención al Cliente,Sacatepéquez,Sucursal/Agencia 528,+502 9201-2281
8710,Nombre_8710,Apellido_8710,Cajero,Chiquimula,Sucursal/Agencia 933,+502 7492-2552
8711,Nombre_8711,Apellido_8711,Ejecutivo de Cuentas,Sacatepéquez,Sucursal/Agencia 915,+502 4301-5478
8712,Nombre_8712,Apellido_8712,Administrador,Jalapa,Sucursal/Agencia 576,+502 1530-2836
8713,Nombre_8713,Apellido_8713,Ejecutivo de Cuentas,Huehuetenango,Sucursal/Agencia 105,+502 3568-7605
8714,Nombre_8714,Apellido_8714,Atención al Cliente,Jalapa,Sucursal/Agencia 278,+502 5004-5563
8715,Nombre_8715,Apellido_8715,Asesor Financiero,Chiquimula,Sucursal/Agencia 780,+502 5691-9573
8716,Nombre_8716,Apellido_8716,Atención al Cliente,Huehuetenango,Sucursal/Agencia 99,+502 8944-7870
8717,Nombre_8717,Apellido_8717,Gerente de Sucursal,Chiquimula,Sucursal/Agencia 26,+502 6911-7176
8718,Nombre_8718,Apellido_8718,Cajero,Sacatepéquez,Sucursal/Agencia 581,+502 9054-8620
8719,Nombre_8719,Apellido_8719,Oficial de Crédito,Jalapa,Sucursal/Agencia 852,+502 5643-9271
8720,Nombre_8720,Apellido_8720,Cumplimiento,Alta Verapaz,Sucursal/Agencia 491,+502 9184-3477
8721,Nombre_8721,Apellido_8721,Gerente de Sucursal,Jutiapa,Sucursal/Agencia 957,+502 9524-9353
8722,Nombre_8722,Apellido_8722,Gerente de Sucursal,Jutiapa,Sucursal/Agencia 294,+502 4681-2530
8723,Nombre_8723,Apellido_8723,Soporte Técnico,Petén,Sucursal/Agencia 682,+502 6145-1230
8724,Nombre_8724,Apellido_8724,Ejecutivo de Cuentas,Alta Verapaz,Sucursal/Agencia 222,+502 7290-7349
8725,Nombre_8725,Apellido_8725,Soporte Técnico,Escuintla,Sucursal/Agencia 164,+502 3640-2334
8726,Nombre_8726,Apellido_8726,Administrador,Chiquimula,Sucursal/Agencia 423,+502 5559-1942
8727,Nombre_8727,Apellido_8727,Gerente de Sucursal,Huehuetenango,Sucursal/Agencia 217,+502 9801-1641
8728,Nombre_8728,Apellido_8728,Oficial de Crédito,Huehuetenango,Sucursal/Agencia 9,+502 4206-8240
8729,Nombre_8729,Apellido_8729,Soporte Técnico,Guatemala,Sucursal/Agencia 832,+502 5825-9178
8730,Nombre_8730,Apellido_8730,Administrador,Huehuetenango,Sucursal/Agencia 33,+502 5531-3649
8731,Nombre_8731,Apellido_8731,Gerente de Sucursal,Alta Verapaz,Sucursal/Agencia 15,+502 5803-4034
8732,Nombre_8732,Apellido_8732,Cajero,Jalapa,Sucursal/Agencia 365,+502 9616-5448
8733,Nombre_8733,Apellido_8733,Oficial de Crédito,Petén,Sucursal/Agencia 6,+502 7003-1846
8734,Nombre_8734,Apellido_8734,Gerente de Sucursal,Escuintla,Sucursal/Agencia 545,+502 7973-9427
8735,Nombre_8735,Apellido_8735,Gerente de Sucursal,Alta Verapaz,Sucursal/Agencia 327,+502 1644-5734
8736,Nombre_8736,Apellido_8736,Soporte Técnico,Quetzaltenango,Sucursal/Agencia 732,+502 5293-5131
8737,Nombre_8737,Apellido_8737,Auditor Interno,Sacatepéquez,Sucursal/Agencia 932,+502 9543-6525
8738,Nombre_8738,Apellido_8738,Gerente de Sucursal,Chiquimula,Sucursal/Agencia 886,+502 7787-2890
8739,Nombre_8739,Apellido_8739,Cajero,Guatemala,Sucursal/Agencia 630,+502 4590-9028
8740,Nombre_8740,Apellido_8740,Administrador,Sacatepéquez,Sucursal/Agencia 838,+502 7359-9346
8741,Nombre_8741,Apellido_8741,Cajero,Jutiapa,Sucursal/Agencia 652,+502 7236-6420
8742,Nombre_8742,Apellido_8742,Cumplimiento,Alta Verapaz,Sucursal/Agencia 754,+502 7528-2591
8743,Nombre_8743,Apellido_8743,Gerente de Sucursal,Guatemala,Sucursal/Agencia 994,+502 9621-6594
8744,Nombre_8744,Apellido_8744,Atención al Cliente,Jutiapa,Sucursal/Agencia 147,+502 5232-3220
8745,Nombre_8745,Apellido_8745,Soporte Técnico,Sacatepéquez,Sucursal/Agencia 425,+502 3724-1537
8746,Nombre_8746,Apellido_8746,Auditor Interno,Jutiapa,Sucursal/Agencia 200,+502 9856-4321
8747,Nombre_8747,Apellido_8747,Soporte Técnico,Sacatepéquez,Sucursal/Agencia 757,+502 6903-9209
8748,Nombre_8748,Apellido_8748,Soporte Técnico,Sacatepéquez,Sucursal/Agencia 493,+502 1410-9557
8749,Nombre_8749,Apellido_8749,Ejecutivo de Cuentas,Quetzaltenango,Sucursal/Agencia 622,+502 8391-2944
8750,Nombre_8750,Apellido_8750,Administrador,Chiquimula,Sucursal/Agencia 497,+502 9645-9490
8751,Nombre_8751,Apellido_8751,Auditor Interno,Huehuetenango,Sucursal/Agencia 714,+502 7397-7661
8752,Nombre_8752,Apellido_8752,Cajero,Jalapa,Sucursal/Agencia 938,+502 8294-8830
8753,Nombre_8753,Apellido_8753,Soporte Técnico,Guatemala,Sucursal/Agencia 317,+502 3079-4344
8754,Nombre_8754,Apellido_8754,Asesor Financiero,Jutiapa,Sucursal/Agencia 732,+502 6740-4688
8755,Nombre_8755,Apellido_8755,Oficial de Crédito,Alta Verapaz,Sucursal/Agencia 470,+502 1330-3109
8756,Nombre_8756,Apellido_8756,Atención al Cliente,Jalapa,Sucursal/Agencia 753,+502 3129-1871
8757,Nombre_8757,Apellido_8757,Atención al Cliente,Jutiapa,Sucursal/Agencia 459,+502 4265-8003
8758,Nombre_8758,Apellido_8758,Cajero,Guatemala,Sucursal/Agencia 470,+502 8570-5989
8759,Nombre_8759,Apellido_8759,Asesor Financiero,Escuintla,Sucursal/Agencia 404,+502 7361-3866
8760,Nombre_8760,Apellido_8760,Asesor Financiero,Alta Verapaz,Sucursal/Agencia 403,+502 7769-7648
8761,Nombre_8761,Apellido_8761,Oficial de Crédito,Huehuetenango,Sucursal/Agencia 137,+502 5316-9054
8762,Nombre_8762,Apellido_8762,Asesor Financiero,Jutiapa,Sucursal/Agencia 646,+502 2115-4027
8763,Nombre_8763,Apellido_8763,Ejecutivo de Cuentas,Jutiapa,Sucursal/Agencia 553,+502 4445-7360
8764,Nombre_8764,Apellido_8764,Administrador,Guatemala,Sucursal/Agencia 761,+502 2527-3290
8765,Nombre_8765,Apellido_8765,Soporte Técnico,Huehuetenango,Sucursal/Agencia 188,+502 5945-1296
8766,Nombre_8766,Apellido_8766,Oficial de Crédito,Sacatepéquez,Sucursal/Agencia 403,+502 7876-3275
8767,Nombre_8767,Apellido_8767,Auditor Interno,Guatemala,Sucursal/Agencia 571,+502 4648-2193
8768,Nombre_8768,Apellido_8768,Cajero,Sacatepéquez,Sucursal/Agencia 2,+502 1143-8891
8769,Nombre_8769,Apellido_8769,Atención al Cliente,Chiquimula,Sucursal/Agencia 365,+502 4018-3966
8770,Nombre_8770,Apellido_8770,Oficial de Crédito,Jutiapa,Sucursal/Agencia 823,+502 7454-4364
8771,Nombre_8771,Apellido_8771,Cumplimiento,Escuintla,Sucursal/Agencia 529,+502 7006-1899
8772,Nombre_8772,Apellido_8772,Soporte Técnico,Quetzaltenango,Sucursal/Agencia 986,+502 6995-7148
8773,Nombre_8773,Apellido_8773,Cajero,Petén,Sucursal/Agencia 411,+502 3435-6977
8774,Nombre_8774,Apellido_8774,Soporte Técnico,Escuintla,Sucursal/Agencia 958,+502 6874-4118
8775,Nombre_8775,Apellido_8775,Soporte Técnico,Jutiapa,Sucursal/Agencia 708,+502 3873-1121
8776,Nombre_8776,Apellido_8776,Soporte Técnico,Chiquimula,Sucursal/Agencia 178,+502 6915-6943
8777,Nombre_8777,Apellido_8777,Soporte Técnico,Huehuetenango,Sucursal/Agencia 87,+502 3250-9634
8778,Nombre_8778,Apellido_8778,Ejecutivo de Cuentas,Jutiapa,Sucursal/Agencia 299,+502 5622-3401
8779,Nombre_8779,Apellido_8779,Atención al Cliente,Huehuetenango,Sucursal/Agencia 615,+502 6046-3456
8780,Nombre_8780,Apellido_8780,Asesor Financiero,Jalapa,Sucursal/Agencia 617,+502 2575-8014
8781,Nombre_8781,Apellido_8781,Ejecutivo de Cuentas,Jalapa,Sucursal/Agencia 104,+502 6346-8768
8782,Nombre_8782,Apellido_8782,Cajero,Guatemala,Sucursal/Agencia 65,+502 6197-7366
8783,Nombre_8783,Apellido_8783,Gerente de Sucursal,Alta Verapaz,Sucursal/Agencia 502,+502 2768-5794
8784,Nombre_8784,Apellido_8784,Cumplimiento,Guatemala,Sucursal/Agencia 911,+502 4629-7041
8785,Nombre_8785,Apellido_8785,Gerente de Sucursal,Huehuetenango,Sucursal/Agencia 800,+502 3948-6533
8786,Nombre_8786,Apellido_8786,Cajero,Jutiapa,Sucursal/Agencia 920,+502 8774-2202
8787,Nombre_8787,Apellido_8787,Atención al Cliente,Petén,Sucursal/Agencia 624,+502 2573-6886
8788,Nombre_8788,Apellido_8788,Ejecutivo de Cuentas,Jalapa,Sucursal/Agencia 227,+502 9890-1292
8789,Nombre_8789,Apellido_8789,Cumplimiento,Quetzaltenango,Sucursal/Agencia 548,+502 9745-1055
8790,Nombre_8790,Apellido_8790,Auditor Interno,Chiquimula,Sucursal/Agencia 550,+502 5529-4546
8791,Nombre_8791,Apellido_8791,Auditor Interno,Huehuetenango,Sucursal/Agencia 104,+502 7443-1044
8792,Nombre_8792,Apellido_8792,Cumplimiento,Huehuetenango,Sucursal/Agencia 82,+502 9671-1243
8793,Nombre_8793,Apellido_8793,Gerente de Sucursal,Huehuetenango,Sucursal/Agencia 143,+502 1682-2361
8794,Nombre_8794,Apellido_8794,Auditor Interno,Sacatepéquez,Sucursal/Agencia 820,+502 5580-5097
8795,Nombre_8795,Apellido_8795,Auditor Interno,Jutiapa,Sucursal/Agencia 343,+502 9645-7469
8796,Nombre_8796,Apellido_8796,Asesor Financiero,Huehuetenango,Sucursal/Agencia 998,+502 7162-3243
8797,Nombre_8797,Apellido_8797,Gerente de Sucursal,Escuintla,Sucursal/Agencia 611,+502 7244-3336
8798,Nombre_8798,Apellido_8798,Gerente de Sucursal,Quetzaltenango,Sucursal/Agencia 671,+502 3715-8485
8799,Nombre_8799,Apellido_8799,Gerente de Sucursal,Petén,Sucursal/Agencia 570,+502 3740-1118
8800,Nombre_8800,Apellido_8800,Administrador,Jalapa,Sucursal/Agencia 659,+502 8396-8984
8801,Nombre_8801,Apellido_8801,Administrador,Jutiapa,Sucursal/Agencia 166,+502 1518-9280
8802,Nombre_8802,Apellido_8802,Cajero,Chiquimula,Sucursal/Agencia 71,+502 4806-1443
8803,Nombre_8803,Apellido_8803,Auditor Interno,Escuintla,Sucursal/Agencia 883,+502 6693-5975
8804,Nombre_8804,Apellido_8804,Cumplimiento,Quetzaltenango,Sucursal/Agencia 697,+502 6391-8569
8805,Nombre_8805,Apellido_8805,Soporte Técnico,Chiquimula,Sucursal/Agencia 352,+502 9134-3756
8806,Nombre_8806,Apellido_8806,Oficial de Crédito,Guatemala,Sucursal/Agencia 369,+502 2123-7013
8807,Nombre_8807,Apellido_8807,Administrador,Guatemala,Sucursal/Agencia 917,+502 4556-9788
8808,Nombre_8808,Apellido_8808,Gerente de Sucursal,Chiquimula,Sucursal/Agencia 597,+502 7802-6191
8809,Nombre_8809,Apellido_8809,Cajero,Jalapa,Sucursal/Agencia 336,+502 5886-8827
8810,Nombre_8810,Apellido_8810,Atención al Cliente,Jutiapa,Sucursal/Agencia 214,+502 8363-7111
8811,Nombre_8811,Apellido_8811,Gerente de Sucursal,Escuintla,Sucursal/Agencia 256,+502 4077-1486
8812,Nombre_8812,Apellido_8812,Oficial de Crédito,Quetzaltenango,Sucursal/Agencia 968,+502 2210-7638
8813,Nombre_8813,Apellido_8813,Gerente de Sucursal,Jalapa,Sucursal/Agencia 450,+502 3601-1065
8814,Nombre_8814,Apellido_8814,Auditor Interno,Chiquimula,Sucursal/Agencia 369,+502 2519-1450
8815,Nombre_8815,Apellido_8815,Oficial de Crédito,Sacatepéquez,Sucursal/Agencia 543,+502 7030-2928
8816,Nombre_8816,Apellido_8816,Oficial de Crédito,Jalapa,Sucursal/Agencia 583,+502 1590-4713
8817,Nombre_8817,Apellido_8817,Cumplimiento,Sacatepéquez,Sucursal/Agencia 132,+502 1413-4678
8818,Nombre_8818,Apellido_8818,Cumplimiento,Huehuetenango,Sucursal/Agencia 912,+502 5310-3805
8819,Nombre_8819,Apellido_8819,Administrador,Petén,Sucursal/Agencia 349,+502 9964-9712
8820,Nombre_8820,Apellido_8820,Asesor Financiero,Jutiapa,Sucursal/Agencia 877,+502 2283-2944
8821,Nombre_8821,Apellido_8821,Cumplimiento,Jalapa,Sucursal/Agencia 231,+502 3402-6205
8822,Nombre_8822,Apellido_8822,Asesor Financiero,Huehuetenango,Sucursal/Agencia 146,+502 6366-1754
8823,Nombre_8823,Apellido_8823,Oficial de Crédito,Petén,Sucursal/Agencia 447,+502 5144-7897
8824,Nombre_8824,Apellido_8824,Auditor Interno,Chiquimula,Sucursal/Agencia 752,+502 8755-5742
8825,Nombre_8825,Apellido_8825,Auditor Interno,Alta Verapaz,Sucursal/Agencia 728,+502 1471-1371
8826,Nombre_8826,Apellido_8826,Gerente de Sucursal,Petén,Sucursal/Agencia 842,+502 7970-3966
8827,Nombre_8827,Apellido_8827,Gerente de Sucursal,Huehuetenango,Sucursal/Agencia 380,+502 4470-9274
8828,Nombre_8828,Apellido_8828,Administrador,Jutiapa,Sucursal/Agencia 725,+502 5324-7980
8829,Nombre_8829,Apellido_8829,Gerente de Sucursal,Sacatepéquez,Sucursal/Agencia 116,+502 7515-7271
8830,Nombre_8830,Apellido_8830,Gerente de Sucursal,Jutiapa,Sucursal/Agencia 523,+502 2503-4399
8831,Nombre_8831,Apellido_8831,Gerente de Sucursal,Guatemala,Sucursal/Agencia 572,+502 8009-3287
8832,Nombre_8832,Apellido_8832,Oficial de Crédito,Guatemala,Sucursal/Agencia 787,+502 2134-9876
8833,Nombre_8833,Apellido_8833,Oficial de Crédito,Sacatepéquez,Sucursal/Agencia 507,+502 9268-8448
8834,Nombre_8834,Apellido_8834,Oficial de Crédito,Petén,Sucursal/Agencia 133,+502 5164-6095
8835,Nombre_8835,Apellido_8835,Cajero,Jalapa,Sucursal/Agencia 594,+502 9116-1631
8836,Nombre_8836,Apellido_8836,Oficial de Crédito,Sacatepéquez,Sucursal/Agencia 78,+502 3835-3850
8837,Nombre_8837,Apellido_8837,Cumplimiento,Escuintla,Sucursal/Agencia 757,+502 6847-7145
8838,Nombre_8838,Apellido_8838,Cajero,Sacatepéquez,Sucursal/Agencia 466,+502 9575-1815
8839,Nombre_8839,Apellido_8839,Cumplimiento,Jalapa,Sucursal/Agencia 345,+502 8374-6183
8840,Nombre_8840,Apellido_8840,Asesor Financiero,Chiquimula,Sucursal/Agencia 577,+502 4844-7059
8841,Nombre_8841,Apellido_8841,Auditor Interno,Sacatepéquez,Sucursal/Agencia 409,+502 6063-9920
8842,Nombre_8842,Apellido_8842,Oficial de Crédito,Chiquimula,Sucursal/Agencia 110,+502 8384-2300
8843,Nombre_8843,Apellido_8843,Asesor Financiero,Chiquimula,Sucursal/Agencia 25,+502 3959-2428
8844,Nombre_8844,Apellido_8844,Asesor Financiero,Chiquimula,Sucursal/Agencia 998,+502 9736-5330
8845,Nombre_8845,Apellido_8845,Cajero,Chiquimula,Sucursal/Agencia 104,+502 1892-5952
8846,Nombre_8846,Apellido_8846,Gerente de Sucursal,Huehuetenango,Sucursal/Agencia 732,+502 8153-2321
8847,Nombre_8847,Apellido_8847,Soporte Técnico,Jalapa,Sucursal/Agencia 702,+502 5747-7183
8848,Nombre_8848,Apellido_8848,Administrador,Jalapa,Sucursal/Agencia 830,+502 6907-3482
8849,Nombre_8849,Apellido_8849,Asesor Financiero,Huehuetenango,Sucursal/Agencia 104,+502 2232-7545
8850,Nombre_8850,Apellido_8850,Soporte Técnico,Quetzaltenango,Sucursal/Agencia 243,+502 5992-3905
8851,Nombre_8851,Apellido_8851,Gerente de Sucursal,Sacatepéquez,Sucursal/Agencia 923,+502 6143-5123
8852,Nombre_8852,Apellido_8852,Auditor Interno,Sacatepéquez,Sucursal/Agencia 219,+502 5928-5975
8853,Nombre_8853,Apellido_8853,Gerente de Sucursal,Escuintla,Sucursal/Agencia 674,+502 4105-2968
8854,Nombre_8854,Apellido_8854,Asesor Financiero,Chiquimula,Sucursal/Agencia 306,+502 5814-1190
8855,Nombre_8855,Apellido_8855,Auditor Interno,Petén,Sucursal/Agencia 782,+502 9711-5994
8856,Nombre_8856,Apellido_8856,Soporte Técnico,Jalapa,Sucursal/Agencia 268,+502 1308-1626
8857,Nombre_8857,Apellido_8857,Auditor Interno,Petén,Sucursal/Agencia 934,+502 7774-2022
8858,Nombre_8858,Apellido_8858,Atención al Cliente,Escuintla,Sucursal/Agencia 976,+502 7011-6645
8859,Nombre_8859,Apellido_8859,Atención al Cliente,Alta Verapaz,Sucursal/Agencia 660,+502 6856-4840
8860,Nombre_8860,Apellido_8860,Administrador,Jalapa,Sucursal/Agencia 879,+502 8965-6229
8861,Nombre_8861,Apellido_8861,Cajero,Jutiapa,Sucursal/Agencia 803,+502 1943-8389
8862,Nombre_8862,Apellido_8862,Administrador,Jalapa,Sucursal/Agencia 723,+502 1062-8819
8863,Nombre_8863,Apellido_8863,Ejecutivo de Cuentas,Sacatepéquez,Sucursal/Agencia 918,+502 9232-6260
8864,Nombre_8864,Apellido_8864,Atención al Cliente,Petén,Sucursal/Agencia 724,+502 9499-5439
8865,Nombre_8865,Apellido_8865,Auditor Interno,Petén,Sucursal/Agencia 638,+502 5951-6645
8866,Nombre_8866,Apellido_8866,Oficial de Crédito,Jalapa,Sucursal/Agencia 259,+502 3427-2221
8867,Nombre_8867,Apellido_8867,Auditor Interno,Petén,Sucursal/Agencia 71,+502 2137-9190
8868,Nombre_8868,Apellido_8868,Soporte Técnico,Huehuetenango,Sucursal/Agencia 503,+502 8289-3954
8869,Nombre_8869,Apellido_8869,Ejecutivo de Cuentas,Sacatepéquez,Sucursal/Agencia 886,+502 2182-5719
8870,Nombre_8870,Apellido_8870,Oficial de Crédito,Chiquimula,Sucursal/Agencia 55,+502 6693-8023
8871,Nombre_8871,Apellido_8871,Soporte Técnico,Huehuetenango,Sucursal/Agencia 186,+502 9863-2589
8872,Nombre_8872,Apellido_8872,Cajero,Quetzaltenango,Sucursal/Agencia 611,+502 1600-3081
8873,Nombre_8873,Apellido_8873,Oficial de Crédito,Escuintla,Sucursal/Agencia 428,+502 7447-7775
8874,Nombre_8874,Apellido_8874,Cumplimiento,Petén,Sucursal/Agencia 240,+502 2099-6121
8875,Nombre_8875,Apellido_8875,Asesor Financiero,Jalapa,Sucursal/Agencia 788,+502 6191-4832
8876,Nombre_8876,Apellido_8876,Asesor Financiero,Petén,Sucursal/Agencia 537,+502 1024-6427
8877,Nombre_8877,Apellido_8877,Atención al Cliente,Jutiapa,Sucursal/Agencia 274,+502 8918-6930
8878,Nombre_8878,Apellido_8878,Auditor Interno,Huehuetenango,Sucursal/Agencia 740,+502 7596-8016
8879,Nombre_8879,Apellido_8879,Administrador,Jalapa,Sucursal/Agencia 238,+502 3618-8235
8880,Nombre_8880,Apellido_8880,Atención al Cliente,Sacatepéquez,Sucursal/Agencia 862,+502 3133-2959
8881,Nombre_8881,Apellido_8881,Auditor Interno,Petén,Sucursal/Agencia 693,+502 9335-4948
8882,Nombre_8882,Apellido_8882,Soporte Técnico,Quetzaltenango,Sucursal/Agencia 648,+502 4938-9832
8883,Nombre_8883,Apellido_8883,Cajero,Chiquimula,Sucursal/Agencia 902,+502 1458-6123
8884,Nombre_8884,Apellido_8884,Gerente de Sucursal,Chiquimula,Sucursal/Agencia 413,+502 6476-6469
8885,Nombre_8885,Apellido_8885,Oficial de Crédito,Petén,Sucursal/Agencia 728,+502 6853-8605
8886,Nombre_8886,Apellido_8886,Gerente de Sucursal,Escuintla,Sucursal/Agencia 668,+502 7917-3405
8887,Nombre_8887,Apellido_8887,Asesor Financiero,Quetzaltenango,Sucursal/Agencia 256,+502 7036-2975
8888,Nombre_8888,Apellido_8888,Cumplimiento,Jalapa,Sucursal/Agencia 405,+502 4183-6629
8889,Nombre_8889,Apellido_8889,Cumplimiento,Jalapa,Sucursal/Agencia 94,+502 1583-9462
8890,Nombre_8890,Apellido_8890,Oficial de Crédito,Guatemala,Sucursal/Agencia 78,+502 9625-4618
8891,Nombre_8891,Apellido_8891,Atención al Cliente,Chiquimula,Sucursal/Agencia 911,+502 5673-8178
8892,Nombre_8892,Apellido_8892,Cajero,Alta Verapaz,Sucursal/Agencia 797,+502 1690-1303
8893,Nombre_8893,Apellido_8893,Soporte Técnico,Sacatepéquez,Sucursal/Agencia 291,+502 8485-9105
8894,Nombre_8894,Apellido_8894,Ejecutivo de Cuentas,Sacatepéquez,Sucursal/Agencia 52,+502 4600-6993
8895,Nombre_8895,Apellido_8895,Soporte Técnico,Petén,Sucursal/Agencia 143,+502 5439-8966
8896,Nombre_8896,Apellido_8896,Soporte Técnico,Quetzaltenango,Sucursal/Agencia 795,+502 7789-3287
8897,Nombre_8897,Apellido_8897,Atención al Cliente,Huehuetenango,Sucursal/Agencia 204,+502 2942-4153
8898,Nombre_8898,Apellido_8898,Gerente de Sucursal,Quetzaltenango,Sucursal/Agencia 323,+502 1169-7808
8899,Nombre_8899,Apellido_8899,Auditor Interno,Jalapa,Sucursal/Agencia 6,+502 4385-6317
8900,Nombre_8900,Apellido_8900,Soporte Técnico,Guatemala,Sucursal/Agencia 496,+502 9615-1765
8901,Nombre_8901,Apellido_8901,Auditor Interno,Guatemala,Sucursal/Agencia 280,+502 5557-1242
8902,Nombre_8902,Apellido_8902,Ejecutivo de Cuentas,Alta Verapaz,Sucursal/Agencia 915,+502 8180-8521
8903,Nombre_8903,Apellido_8903,Cajero,Escuintla,Sucursal/Agencia 723,+502 5493-7415
8904,Nombre_8904,Apellido_8904,Auditor Interno,Huehuetenango,Sucursal/Agencia 85,+502 6371-1333
8905,Nombre_8905,Apellido_8905,Ejecutivo de Cuentas,Jutiapa,Sucursal/Agencia 237,+502 9347-4430
8906,Nombre_8906,Apellido_8906,Asesor Financiero,Chiquimula,Sucursal/Agencia 752,+502 4998-7512
8907,Nombre_8907,Apellido_8907,Oficial de Crédito,Alta Verapaz,Sucursal/Agencia 965,+502 6487-1294
8908,Nombre_8908,Apellido_8908,Atención al Cliente,Alta Verapaz,Sucursal/Agencia 383,+502 1076-1303
8909,Nombre_8909,Apellido_8909,Administrador,Petén,Sucursal/Agencia 971,+502 3003-2453
8910,Nombre_8910,Apellido_8910,Auditor Interno,Petén,Sucursal/Agencia 519,+502 3041-4647
8911,Nombre_8911,Apellido_8911,Cajero,Chiquimula,Sucursal/Agencia 235,+502 4181-7934
8912,Nombre_8912,Apellido_8912,Gerente de Sucursal,Chiquimula,Sucursal/Agencia 652,+502 2336-8947
8913,Nombre_8913,Apellido_8913,Ejecutivo de Cuentas,Jutiapa,Sucursal/Agencia 508,+502 9140-4532
8914,Nombre_8914,Apellido_8914,Cajero,Guatemala,Sucursal/Agencia 190,+502 3943-9513
8915,Nombre_8915,Apellido_8915,Atención al Cliente,Huehuetenango,Sucursal/Agencia 84,+502 3103-2650
8916,Nombre_8916,Apellido_8916,Auditor Interno,Petén,Sucursal/Agencia 655,+502 7568-3506
8917,Nombre_8917,Apellido_8917,Auditor Interno,Sacatepéquez,Sucursal/Agencia 753,+502 5442-9232
8918,Nombre_8918,Apellido_8918,Cumplimiento,Quetzaltenango,Sucursal/Agencia 823,+502 4245-2800
8919,Nombre_8919,Apellido_8919,Administrador,Escuintla,Sucursal/Agencia 386,+502 7544-8749
8920,Nombre_8920,Apellido_8920,Gerente de Sucursal,Sacatepéquez,Sucursal/Agencia 101,+502 5340-8053
8921,Nombre_8921,Apellido_8921,Asesor Financiero,Chiquimula,Sucursal/Agencia 907,+502 4212-5404
8922,Nombre_8922,Apellido_8922,Ejecutivo de Cuentas,Petén,Sucursal/Agencia 954,+502 4753-8124
8923,Nombre_8923,Apellido_8923,Soporte Técnico,Jalapa,Sucursal/Agencia 503,+502 5279-4157
8924,Nombre_8924,Apellido_8924,Ejecutivo de Cuentas,Quetzaltenango,Sucursal/Agencia 662,+502 9382-2730
8925,Nombre_8925,Apellido_8925,Oficial de Crédito,Jutiapa,Sucursal/Agencia 561,+502 3558-7408
8926,Nombre_8926,Apellido_8926,Oficial de Crédito,Sacatepéquez,Sucursal/Agencia 667,+502 9270-8201
8927,Nombre_8927,Apellido_8927,Gerente de Sucursal,Chiquimula,Sucursal/Agencia 571,+502 4894-9845
8928,Nombre_8928,Apellido_8928,Cumplimiento,Guatemala,Sucursal/Agencia 749,+502 3765-4824
8929,Nombre_8929,Apellido_8929,Ejecutivo de Cuentas,Sacatepéquez,Sucursal/Agencia 427,+502 1033-8243
8930,Nombre_8930,Apellido_8930,Administrador,Petén,Sucursal/Agencia 390,+502 1246-7703
8931,Nombre_8931,Apellido_8931,Atención al Cliente,Guatemala,Sucursal/Agencia 902,+502 2989-2471
8932,Nombre_8932,Apellido_8932,Soporte Técnico,Huehuetenango,Sucursal/Agencia 544,+502 6932-8318
8933,Nombre_8933,Apellido_8933,Cajero,Quetzaltenango,Sucursal/Agencia 806,+502 9350-3009
